Fecha de matricula;Periodo;Tipo de hecho;Genero;Nacionalidad;Fecha de nacimiento;Departamento;Distrito de residencia ;Provincia de residencia;Departamento de residencia;Modalidad;Metodlogia ;Facultad;Especialidad;Ciclo Relativo
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1994;ANCASH;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;8
2016;1;PROMOCION;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACION;10
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;5
2016;1;REGULARES;MASCULINO;Peru;1979;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;8
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA DE PETROLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA DE PETROLEO Y GAS NATURAL;5
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;QUIMICA;2
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;3
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;7
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;RIMAC;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FISICA;8
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;QUIMICA;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;CHORRILLOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA TEXTIL;6
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;MAGDALENA DEL MAR;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;6
2016;1;REGULARES;MASCULINO;Peru;1998;JUNIN;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;FISICA;10
2016;1;REGULARES;FEMENINO;Peru;1992;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;8
2016;1;REGULARES;MASCULINO;Peru;1997;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;2
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;9
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;2
2016;1;REGULARES;MASCULINO;Peru;1990;AYACUCHO;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;8
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;7
2016;1;REGULARES;FEMENINO;Peru;1991;LIMA;CHACLACAYO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;10
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA GEOLOGICA;7
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;4
2016;1;REGULARES;MASCULINO;Peru;1992;PUNO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;10
2016;1;REGULARES;MASCULINO;Peru;1994;PASCO;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FISICA;8
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;9
2016;1;REGULARES;MASCULINO;Peru;1997;ICA;RIMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETROLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;6
2016;1;REGULARES;FEMENINO;Peru;1991;LIMA;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;9
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1983;LIMA;BREÑA;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;FISICA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;4
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1988;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;10
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;CIENCIA DE LA COMPUTACION;8
2016;1;REGULARES;MASCULINO;Peru;1970;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;6
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;7
2016;1;REGULARES;FEMENINO;Peru;1992;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;7
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN BORJA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;4
2016;1;REGULARES;FEMENINO;Peru;1994;AREQUIPA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;2
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;4
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;6
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;5
2016;1;REGULARES;MASCULINO;Peru;1995;JUNIN;SAÑO;HUANCAYO;JUNIN;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADISTICA;2
2016;1;REGULARES;FEMENINO;Peru;1993;AYACUCHO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;4
2016;1;REGULARES;MASCULINO;Peru;1995;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1994;CALLAO;VENTANILLA;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;5
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA DE PETROLEO, GAS NATURAL Y PETROQUIMICA;INGENIERIA PETROQUIMICA;8
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;3
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA GEOLOGICA;6
2016;1;REGULARES;MASCULINO;Peru;1994;JUNIN;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;2
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;2
2016;1;REGULARES;MASCULINO;Peru;1995;PIURA;CARMEN DE LA LEGUA REYNOSO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;2
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;FEMENINO;Peru;1993;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA GEOLOGICA;4
2016;1;REGULARES;FEMENINO;Peru;1998;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;6
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;BREÑA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;PUNTA NEGRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;2
2016;1;REGULARES;FEMENINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;6
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;7
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;6
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;7
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;8
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;CARABAYLLO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;5
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;INDEPENDENCIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1990;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;4
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;5
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SANTA ANITA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;1
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ESTADISTICA;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;MI PERÚ;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA METALURGICA;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;1
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;8
2016;1;REGULARES;FEMENINO;Peru;1994;PASCO;COMAS;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;4
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;6
2016;1;REGULARES;MASCULINO;Peru;1996;LAMBAYEQUE;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1993;CALLAO;CALLAO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA NAVAL;1
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;4
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;EL AGUSTINO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECATRONICA;4
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;MAYNAS;LORETO;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;4
2016;1;REGULARES;MASCULINO;Venezuela;1985;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;3
2016;1;REGULARES;MASCULINO;Peru;1994;JUNIN;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;7
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;2
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;6
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;7
2016;1;REGULARES;FEMENINO;Peru;1996;ANCASH;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;7
2016;1;REGULARES;MASCULINO;Peru;1989;LIMA;SURQUILLO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;5
2016;1;REGULARES;MASCULINO;Peru;1999;ANCASH;JESUS MARIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;4
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA DE HIGIENE Y SEGURIDAD INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;3
2016;1;REGULARES;MASCULINO;Peru;1989;JUNIN;PILCOMAYO;HUANCAYO;JUNIN;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;4
2016;1;REGULARES;MASCULINO;Peru;1994;ANCASH;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA INDUSTRIAL;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;MATEMATICA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;SANTIAGO DE SURCO;LIMA;LIMA;Pregrado;Presencial;CIENCIAS;INGENIERIA FISICA;5
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;COMAS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;8
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;RIMAC;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;4
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRONICA;3
2016;1;REGULARES;MASCULINO;Peru;1998;JUNIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA GEOLOGICA;3
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;PUENTE PIEDRA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA INDUSTRIAL Y DE SISTEMAS;INGENIERIA DE SISTEMAS;2
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;BREÑA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA METALURGICA;5
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;7
2016;1;REGULARES;MASCULINO;Peru;1996;JUNIN;AMAZONAS;AMAZONAS;AMAZONAS;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;4
2016;1;REGULARES;MASCULINO;Peru;1995;PUNO;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;5
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA Y ELECTRICA;3
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;5
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;ARQUITECTURA, URBANISMO Y ARTES;ARQUITECTURA;5
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;LA VICTORIA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA METALURGICA;7
2016;1;REGULARES;FEMENINO;Peru;1995;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;6
2016;1;REGULARES;MASCULINO;Peru;1992;CALLAO;;;AMAZONAS;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA TEXTIL;1
2016;1;REGULARES;MASCULINO;Peru;1996;JUNIN;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA MECANICA;INGENIERIA MECANICA;7
2016;1;REGULARES;MASCULINO;Peru;1992;LIMA;LOS OLIVOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;5
2016;1;REGULARES;MASCULINO;Peru;1995;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;6
2016;1;REGULARES;FEMENINO;Peru;1996;LIMA;SAN MARTIN DE PORRES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ECONOMICA, ESTADISTICA Y CIENCIAS SOCIALES;INGENIERIA ECONOMICA;7
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA DE TELECOMUNICACIONES;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;5
2016;1;REGULARES;MASCULINO;Peru;1993;LIMA;;;AMAZONAS;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;4
2016;1;REGULARES;MASCULINO;Peru;1996;LIMA;CHORRILLOS;LIMA;LIMA;Pregrado;Presencial;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA ELECTRICA;2
2016;1;REGULARES;MASCULINO;Peru;1998;LIMA;PUEBLO LIBRE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;3
2016;1;REGULARES;MASCULINO;Peru;1994;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;MATEMATICA;2
2016;1;REGULARES;MASCULINO;Peru;1991;LIMA;LIMA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;2
2016;1;REGULARES;MASCULINO;Peru;1998;ANCASH;CARMEN DE LA LEGUA REYNOSO;CALLAO;CALLAO;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA AMBIENTAL;3
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;ATE;LIMA;LIMA;Pregrado;Presencial;INGENIERIA CIVIL;INGENIERIA CIVIL;4
2016;1;REGULARES;FEMENINO;Peru;1997;LIMA;SAN BORJA;LIMA;LIMA;Pregrado;Presencial;INGENIERIA QUIMICA Y TEXTIL;INGENIERIA QUIMICA;3
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA AMBIENTAL;INGENIERIA SANITARIA;5
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;SAN JUAN DE LURIGANCHO;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;4
2016;1;REGULARES;MASCULINO;Peru;1995;AYACUCHO;SAN JUAN DE MIRAFLORES;LIMA;LIMA;Pregrado;Presencial;INGENIERIA GEOLOGICA, MINERA Y METALURGICA;INGENIERIA DE MINAS;4
2016;1;REGULARES;MASCULINO;Peru;1997;LIMA;;;AMAZONAS;Pregrado;Presencial;CIENCIAS;MATEMATICA;1
